state,year,count_perpetrators,latitude,longitude,mean_n_killed,mean_n_injured,mean_age,count_underages,count_males,count_females,fip,state_abbr,population,underages_ratio,male_pctg,female_pctg,perpetrators_per_1M
Minnesota,2015,417,45.23527548543688,-93.43773009708731,0.2709832134292566,0.39568345323741005,28.688356164383563,61.0,351,20,27,MN,5482032,0.14628297362110312,0.9460916442048517,0.05390835579514825,7.606668476214659e-05
Minnesota,2016,405,45.22072199413488,-93.5119369501466,0.3037037037037037,0.3135802469135803,30.201892744479494,36.0,351,35,27,MN,5522744,0.08888888888888889,0.9093264248704663,0.09067357512953368,7.333311122152321e-05
Minnesota,2017,566,45.21981336996339,-93.38289560439561,0.2137809187279152,0.28975265017667845,29.00574712643678,45.0,447,42,27,MN,5566230,0.07950530035335689,0.9141104294478528,0.08588957055214724,0.00010168462316505067
Minnesota,2018,219,45.23146353591163,-93.49819999999994,0.1050228310502283,0.2420091324200913,28.010204081632654,19.0,173,19,27,MN,5606249,0.0867579908675799,0.9010416666666666,0.09895833333333333,3.9063552118359355e-05
Mississippi,2013,1,32.2649,-90.2141,2.0,2.0,25.0,0.0,1,0,28,MS,2988711,0.0,1.0,0.0,3.3459240455166125e-07
Mississippi,2014,745,32.22476174496648,-89.50061718120807,0.2738255033557047,0.3785234899328859,28.8359375,52.0,624,43,28,MS,2990468,0.0697986577181208,0.9355322338830585,0.06446776611694154,0.00024912488613822317
Mississippi,2015,568,32.17243890845067,-89.58166531690131,0.34683098591549294,0.4612676056338028,29.17562724014337,29.0,455,42,28,MS,2988471,0.051056338028169015,0.9154929577464789,0.08450704225352113,0.00019006374831811987
Mississippi,2016,645,32.39921099999996,-89.52999499999996,0.3674418604651163,0.4930232558139535,29.66481994459834,38.0,543,51,28,MS,2987938,0.05891472868217054,0.9141414141414141,0.08585858585858586,0.00021586793300262588
Mississippi,2017,869,32.46933376777257,-89.64511741706137,0.3245109321058688,0.5143843498273878,29.10586011342155,108.0,714,56,28,MS,2988510,0.12428078250863062,0.9272727272727272,0.07272727272727272,0.00029078035542795576
Mississippi,2018,243,32.23933834951455,-89.57634902912613,0.4156378600823045,0.4567901234567901,29.673076923076923,23.0,191,29,28,MS,2981020,0.09465020576131687,0.8681818181818182,0.1318181818181818,8.151572280628779e-05
Missouri,2013,7,38.88287142857143,-92.71261428571428,0.7142857142857143,4.428571428571429,20.75,0.0,5,0,29,MO,6040715,0.0,1.0,0.0,1.1588032211418682e-06
Missouri,2014,982,38.52765916496946,-91.71321466395113,0.23930753564154786,0.42362525458248473,28.804878048780488,76.0,799,38,29,MO,6056202,0.07739307535641547,0.954599761051374,0.04540023894862605,0.00016214782796214526
Missouri,2015,1318,38.44423226544622,-91.62966453089237,0.24430955993930198,0.44157814871016693,29.11723163841808,108.0,1102,64,29,MO,6071732,0.0819423368740516,0.9451114922813036,0.0548885077186964,0.00021707150447351762
Missouri,2016,1290,38.505503826955064,-92.06844767054915,0.28914728682170543,0.448062015503876,29.844474761255118,100.0,1056,82,29,MO,6087135,0.07751937984496124,0.9279437609841827,0.07205623901581722,0.00021192235756230149
Missouri,2017,1424,38.46124047109199,-92.04670685224824,0.2816011235955056,0.35674157303370785,30.13325330132053,122.0,1163,96,29,MO,6106670,0.08567415730337079,0.9237490071485306,0.07625099285146943,0.00023318764563993143
Missouri,2018,251,38.43330904977379,-92.15184660633483,0.3107569721115538,0.4262948207171315,30.50625,17.0,204,22,29,MO,6121623,0.06772908366533864,0.9026548672566371,0.09734513274336283,4.100219827323571e-05
Montana,2014,82,46.49549146341463,-111.13346341463414,0.25609756097560976,0.2073170731707317,34.096774193548384,2.0,68,10,30,MT,1021869,0.024390243902439025,0.8717948717948718,0.1282051282051282,8.024511948204711e-05
Montana,2015,116,46.48295714285715,-111.3340535714286,0.2672413793103448,0.28448275862068967,38.08433734939759,4.0,101,9,30,MT,1030475,0.034482758620689655,0.9181818181818182,0.08181818181818182,0.00011256944612921225
Montana,2016,139,46.601898484848505,-111.50859848484846,0.23741007194244604,0.1366906474820144,37.1651376146789,5.0,125,10,30,MT,1040859,0.03597122302158273,0.9259259259259259,0.07407407407407407,0.0001335435443225259
Montana,2017,148,46.490900694444484,-111.32954166666667,0.22297297297297297,0.16216216216216217,36.91891891891892,5.0,133,11,30,MT,1052482,0.033783783783783786,0.9236111111111112,0.0763888888888889,0.00014061998209945634
Montana,2018,38,46.61226571428572,-111.49022857142857,0.10526315789473684,0.34210526315789475,33.592592592592595,3.0,28,4,30,MT,1060665,0.07894736842105263,0.875,0.125,3.582658049431253e-05
Nebraska,2014,336,41.15675363636366,-96.49631757575739,0.11011904761904762,0.27976190476190477,26.36521739130435,23.0,293,9,31,NE,1879321,0.06845238095238096,0.9701986754966887,0.029801324503311258,0.00017878797714706535
Nebraska,2015,319,41.20066719745218,-96.43331847133764,0.1536050156739812,0.26332288401253917,26.32,34.0,274,20,31,NE,1891277,0.10658307210031348,0.9319727891156463,0.06802721088435375,0.0001686691055831589
Nebraska,2016,344,41.117339374999986,-96.63668781249999,0.1686046511627907,0.22965116279069767,28.508333333333333,38.0,282,30,31,NE,1905616,0.11046511627906977,0.9038461538461539,0.09615384615384616,0.00018051905525562337
Nebraska,2017,401,41.097765989847666,-96.78640355329948,0.11471321695760599,0.32418952618453867,28.5875,51.0,350,23,31,NE,1915947,0.12718204488778054,0.938337801608579,0.06166219839142091,0.0002092959773939467
Nebraska,2018,93,41.04626285714287,-97.23969714285711,0.0967741935483871,0.13978494623655913,28.63157894736842,13.0,66,10,31,NE,1925614,0.13978494623655913,0.868421052631579,0.13157894736842105,4.829628367886814e-05
Nevada,2014,235,37.120632905982916,-116.31462820512807,0.4808510638297872,0.3702127659574468,33.89622641509434,4.0,194,20,32,NV,2817628,0.01702127659574468,0.9065420560747663,0.09345794392523364,8.340348690458783e-05
Nevada,2015,427,37.04761985815608,-116.1177966903073,0.39344262295081966,0.4894613583138173,33.41711229946524,28.0,326,36,32,NV,2866939,0.06557377049180328,0.9005524861878453,0.09944751381215469,0.00014893933913487522
Nevada,2016,516,36.69438489361708,-115.85538085106379,0.4108527131782946,0.5290697674418605,31.20812182741117,15.0,427,21,32,NV,2917563,0.029069767441860465,0.953125,0.046875,0.00017685993412995708
Nevada,2017,383,36.63562345013476,-115.74826684636112,0.4308093994778068,0.4464751958224543,31.315533980582526,28.0,323,25,32,NV,2969905,0.0731070496083551,0.9281609195402298,0.07183908045977011,0.0001289603539507156
Nevada,2018,91,37.14884352941175,-116.43365882352944,0.5714285714285714,0.42857142857142855,29.0,8.0,74,9,32,NV,3027341,0.08791208791208792,0.891566265060241,0.10843373493975904,3.0059382144264554e-05
New Hampshire,2014,201,43.09066900000002,-71.33971300000007,0.06467661691542288,0.20398009950248755,29.911290322580644,14.0,189,7,33,NH,1333341,0.06965174129353234,0.9642857142857143,0.03571428571428571,0.00015074913319248413
New Hampshire,2015,208,43.096561835748794,-71.49669275362314,0.08653846153846154,0.10576923076923077,30.903030303030302,18.0,185,21,33,NH,1336350,0.08653846153846154,0.8980582524271845,0.10194174757281553,0.00015564784674673552
New Hampshire,2016,231,43.11459142857143,-71.39461904761909,0.05627705627705628,0.11688311688311688,31.418478260869566,12.0,206,18,33,NH,1342307,0.05194805194805195,0.9196428571428571,0.08035714285714286,0.00017209177930235036
New Hampshire,2017,192,43.10028021390374,-71.41409251336898,0.08854166666666667,0.11979166666666667,33.534246575342465,7.0,165,21,33,NH,1348787,0.036458333333333336,0.8870967741935484,0.11290322580645161,0.00014235012644694825
New Hampshire,2018,48,43.12954680851064,-71.34623404255319,0.0,0.20833333333333334,32.3235294117647,0.0,43,5,33,NH,1353465,0.0,0.8958333333333334,0.10416666666666667,3.546452992873846e-05
New Jersey,2013,10,40.54163,-74.36513000000001,1.1,1.9,29.4,0.0,10,0,34,NJ,8856972,0.0,1.0,0.0,1.129054037881118e-06
New Jersey,2014,1307,40.34296966897608,-74.47098645111639,0.0811017597551645,0.260902830910482,26.640204865556978,99.0,1145,56,34,NJ,8864525,0.0757459831675593,0.9533721898417985,0.0466278101582015,0.00014744162828803575
New Jersey,2015,797,40.403136822194234,-74.41426279949557,0.17440401505646172,0.30238393977415307,27.159246575342465,86.0,726,26,34,NJ,8867949,0.10790464240903387,0.9654255319148937,0.034574468085106384,8.987422007050334e-05
New Jersey,2016,944,40.33174361334873,-74.49855420023017,0.1705508474576271,0.4046610169491525,27.15447154471545,117.0,802,55,34,NJ,8870827,0.1239406779661017,0.9358226371061844,0.06417736289381563,0.00010641623379646565
New Jersey,2017,1181,40.36818961605592,-74.4554162303665,0.14563928873835733,0.2955122777307367,27.604060913705585,124.0,1063,55,34,NJ,8885525,0.10499576629974598,0.9508050089445438,0.049194991055456175,0.0001329127991874425
New Jersey,2018,195,40.25627791411045,-74.46065889570558,0.13846153846153847,0.18974358974358974,29.458823529411763,23.0,181,8,34,NJ,8886025,0.11794871794871795,0.9576719576719577,0.042328042328042326,2.194457026623265e-05
New Mexico,2013,2,33.85065,-104.9475,2.5,2.0,17.5,1.0,2,0,35,NM,2092273,0.5,1.0,0.0,9.558982025768147e-07
New Mexico,2014,298,34.73718175675675,-106.39665540540543,0.23825503355704697,0.24161073825503357,32.29113924050633,14.0,257,24,35,NM,2089568,0.04697986577181208,0.9145907473309609,0.08540925266903915,0.00014261321000321597
New Mexico,2015,391,34.66071111111116,-106.25388888888887,0.340153452685422,0.3452685421994885,30.13671875,37.0,332,30,35,NM,2089291,0.09462915601023018,0.9171270718232044,0.08287292817679558,0.00018714482568488544
New Mexico,2016,362,34.74653839285714,-106.2512738095237,0.3674033149171271,0.3397790055248619,31.15953307392996,16.0,312,32,35,NM,2091630,0.04419889502762431,0.9069767441860465,0.09302325581395349,0.00017307076299345487
New Mexico,2017,365,34.6603789325843,-106.22411516853931,0.3041095890410959,0.3315068493150685,31.277533039647576,14.0,298,35,35,NM,2091784,0.038356164383561646,0.8948948948948949,0.10510510510510511,0.0001744922037839471
New Mexico,2018,75,34.666476056338034,-106.1602676056338,0.48,0.16,31.5,3.0,57,11,35,NM,2092741,0.04,0.8382352941176471,0.16176470588235295,3.583816630916105e-05
New York,2013,15,40.86719333333333,-73.89488666666666,1.0666666666666667,3.3333333333333335,28.6,1.0,12,1,36,NY,19624447,0.06666666666666667,0.9230769230769231,0.07692307692307693,7.643527483857252e-07
New York,2014,1571,41.86725879718494,-75.30501081253978,0.15595162316995545,0.36982813494589434,28.85811577752554,125.0,1359,75,36,NY,19651049,0.07956715467854869,0.9476987447698745,0.05230125523012552,7.994484162143202e-05
New York,2015,2760,41.71032647487242,-75.11730174799703,0.15217391304347827,0.38405797101449274,28.684355997788835,247.0,2562,164,36,NY,19654666,0.08949275362318841,0.9398385913426266,0.06016140865737344,0.00014042467066090056
New York,2016,2445,41.70566403962106,-75.04133492678719,0.1259713701431493,0.3627811860940695,29.49156777014366,204.0,2131,158,36,NY,19633428,0.0834355828220859,0.9309742245522062,0.0690257754477938,0.00012453250649861042
New York,2017,1765,41.697324198250776,-74.98764256559778,0.14730878186968838,0.3461756373937677,30.04884318766067,164.0,1476,128,36,NY,19589572,0.09291784702549576,0.9201995012468828,0.0798004987531172,9.009895673065241e-05
New York,2018,303,41.62249923664125,-74.92647595419844,0.1485148514851485,0.3333333333333333,31.004761904761907,24.0,259,18,36,NY,19530351,0.07920792079207921,0.9350180505415162,0.06498194945848375,1.551431410526109e-05
North Carolina,2013,8,35.683625,-79.825175,0.5,3.75,27.125,1.0,6,1,37,NC,9843336,0.125,0.8571428571428571,0.14285714285714285,8.127325939092194e-07
North Carolina,2014,2051,35.4991234000976,-79.37203478260872,0.21940516821062897,0.3598244758654315,27.295175023651844,152.0,1881,100,37,NC,9932887,0.07411019015114578,0.9495204442200909,0.05047955577990914,0.00020648578806947064
North Carolina,2015,1477,35.4782215458276,-79.41414404924791,0.2904536222071767,0.5335138794854435,28.818076477404404,128.0,1272,102,37,NC,10031646,0.08666215301286391,0.925764192139738,0.07423580786026202,0.00014723406308396448
North Carolina,2016,1558,35.477802394775054,-79.48300333817139,0.29781771501925547,0.46084724005134786,28.711798839458414,203.0,1322,107,37,NC,10154788,0.13029525032092426,0.9251224632610217,0.0748775367389783,0.00015342516259325158
North Carolina,2017,1872,35.48416743547499,-79.40933953871485,0.2938034188034188,0.42467948717948717,27.95170691090758,198.0,1578,110,37,NC,10268233,0.10576923076923077,0.9348341232227488,0.06516587677725119,0.00018230984824750275
North Carolina,2018,426,35.497428940568476,-79.643761498708,0.22300469483568075,0.5023474178403756,29.670212765957448,47.0,352,27,37,NC,10381615,0.11032863849765258,0.9287598944591029,0.0712401055408971,4.1034078031211904e-05
North Dakota,2014,83,47.2781325301205,-99.84869879518075,0.07228915662650602,0.1566265060240964,31.62,6.0,74,9,38,ND,737401,0.07228915662650602,0.891566265060241,0.10843373493975904,0.00011255748229253825
North Dakota,2015,137,47.4813116788321,-100.44881824817521,0.10218978102189781,0.2116788321167883,32.70786516853933,2.0,117,12,38,ND,754066,0.014598540145985401,0.9069767441860465,0.09302325581395349,0.00018168170955857975
North Dakota,2016,141,47.439492366412225,-100.43365038167941,0.12056737588652482,0.2127659574468085,30.19626168224299,6.0,129,11,38,ND,754434,0.0425531914893617,0.9214285714285714,0.07857142857142857,0.000186895076308862
North Dakota,2017,143,47.6351834532374,-99.9717762589928,0.09090909090909091,0.21678321678321677,29.75,11.0,123,12,38,ND,754942,0.07692307692307693,0.9111111111111111,0.08888888888888889,0.00018941852486681096
North Dakota,2018,28,47.25253636363636,-97.86200909090911,0.07142857142857142,0.14285714285714285,29.904761904761905,1.0,20,6,38,ND,758080,0.03571428571428571,0.7692307692307693,0.23076923076923078,3.6935415787252004e-05
Ohio,2013,10,40.69441,-82.12505000000002,1.4,2.6,29.22222222222222,0.0,10,0,39,OH,11576684,0.0,1.0,0.0,8.638052139973761e-07
Ohio,2014,1816,40.390134165279996,-83.11804209650595,0.1789647577092511,0.3783039647577093,27.909529553679132,148.0,1549,64,39,OH,11602700,0.08149779735682819,0.9603223806571606,0.03967761934283943,0.00015651529385401675
Ohio,2015,1612,40.46590006451613,-82.88483341935483,0.27853598014888337,0.49379652605459057,28.862903225806452,134.0,1396,79,39,OH,11617527,0.08312655086848635,0.9464406779661017,0.05355932203389831,0.00013875586430743824
Ohio,2016,2029,40.55447215686265,-82.76364605042005,0.2735337604731395,0.48398225726959093,28.489322191272052,167.0,1787,86,39,OH,11634370,0.0823065549531789,0.9540843566470902,0.04591564335290977,0.00017439706662242992
Ohio,2017,2077,40.59301767602167,-82.61131457410124,0.268175252768416,0.5036109773712085,29.36820428336079,167.0,1816,141,39,OH,11659650,0.08040442946557536,0.9279509453244762,0.07204905467552376,0.00017813570733255286
Ohio,2018,434,40.64861937172774,-82.46600026178011,0.2672811059907834,0.3387096774193548,30.01294498381877,62.0,378,27,39,OH,11676341,0.14285714285714285,0.9333333333333333,0.06666666666666667,3.716917825541409e-05
Oklahoma,2013,6,36.04628333333333,-96.15879999999999,2.1666666666666665,2.1666666666666665,30.25,0.0,6,0,40,OK,3853214,0.0,1.0,0.0,1.5571416485043395e-06
Oklahoma,2014,624,35.775596474358984,-96.57332435897418,0.21153846153846154,0.33974358974358976,28.29875518672199,50.0,541,34,40,OK,3878187,0.08012820512820513,0.9408695652173913,0.059130434782608696,0.00016089992566114012
Oklahoma,2015,808,35.71358920953584,-96.76516072772888,0.3217821782178218,0.45173267326732675,30.934624697336563,41.0,696,63,40,OK,3909500,0.050742574257425746,0.9169960474308301,0.08300395256916997,0.00020667604553011894
Oklahoma,2016,983,35.71091422222221,-96.62917244444442,0.2685656154628688,0.3896236012207528,29.439232409381663,89.0,798,74,40,OK,3926331,0.09053916581892167,0.9151376146788991,0.08486238532110092,0.000250360960397888
Oklahoma,2017,982,35.69763463569161,-96.63861689545935,0.29429735234215887,0.35845213849287166,30.613882863340564,65.0,777,106,40,OK,3931316,0.06619144602851323,0.8799546998867497,0.12004530011325028,0.00024978912913640116
Oklahoma,2018,194,35.6662349112426,-96.70053609467456,0.22164948453608246,0.422680412371134,32.352380952380955,12.0,154,16,40,OK,3940235,0.061855670103092786,0.9058823529411765,0.09411764705882353,4.923564203657904e-05
Oregon,2014,273,44.82723956043953,-122.57773846153846,0.2454212454212454,0.31868131868131866,32.19631901840491,16.0,239,19,41,OR,3963244,0.05860805860805861,0.9263565891472868,0.07364341085271318,6.888296557062851e-05
Oregon,2015,714,44.731333192090354,-122.5993500000001,0.18067226890756302,0.22969187675070027,32.102316602316606,64.0,636,58,41,OR,4015792,0.0896358543417367,0.9164265129682997,0.08357348703170028,0.00017779805328562833
Oregon,2016,506,44.58272611464968,-122.50566242038215,0.20948616600790515,0.3616600790513834,32.994923857868024,33.0,440,54,41,OR,4089976,0.06521739130434782,0.8906882591093117,0.10931174089068826,0.0001237171073864492
Oregon,2017,444,44.560453255813925,-122.63270465116275,0.20945945945945946,0.28378378378378377,32.42201834862385,37.0,384,33,41,OR,4143625,0.08333333333333333,0.920863309352518,0.07913669064748201,0.00010715255362152705
Oregon,2018,130,44.37792586206896,-122.6365344827586,0.18461538461538463,0.27692307692307694,32.204081632653065,6.0,109,12,41,OR,4181886,0.046153846153846156,0.9008264462809917,0.09917355371900827,3.108645238057661e-05
Pennsylvania,2013,17,40.127218750000004,-75.86805000000001,0.7058823529411765,2.4705882352941178,30.666666666666668,1.0,15,1,42,PA,12776309,0.058823529411764705,0.9375,0.0625,1.3305877307757663e-06
Pennsylvania,2014,1322,40.34680739893206,-76.6620470633106,0.2087745839636914,0.39334341906202724,29.560606060606062,75.0,1137,60,42,PA,12788313,0.056732223903177004,0.949874686716792,0.05012531328320802,0.00010337563680213333
Pennsylvania,2015,1299,40.37249968228753,-77.16987966640188,0.27867590454195534,0.5050038491147036,29.105555555555554,111.0,1109,54,42,PA,12784826,0.08545034642032333,0.9535683576956148,0.046431642304385214,0.00010160482434410918
Pennsylvania,2016,1954,40.38375234330893,-77.1767635798981,0.23285568065506654,0.44728761514841353,28.848963474827247,156.0,1775,93,42,PA,12782275,0.07983623336745138,0.9502141327623126,0.04978586723768737,0.0001528679362633021
Pennsylvania,2017,1707,40.44475421467551,-77.18730018192852,0.2659636789689514,0.44171060339777385,30.37669376693767,141.0,1514,108,42,PA,12787641,0.08260105448154657,0.9334155363748459,0.06658446362515413,0.00013348826417632463
Pennsylvania,2018,384,40.440969208211115,-76.96265131964813,0.23177083333333334,0.3723958333333333,31.581749049429657,33.0,333,25,42,PA,12800922,0.0859375,0.9301675977653632,0.06983240223463687,2.9997839218143818e-05
Rhode Island,2013,6,41.81803333333333,-71.45126666666665,0.8333333333333334,3.1666666666666665,20.0,1.0,5,0,44,RI,1055081,0.16666666666666666,1.0,0.0,5.6867671771172075e-06
Rhode Island,2014,176,41.800070520231216,-71.43440578034681,0.11363636363636363,0.2840909090909091,25.849462365591396,12.0,161,5,44,RI,1055936,0.06818181818181818,0.9698795180722891,0.030120481927710843,0.0001666767682889872
Rhode Island,2015,217,41.79877136150236,-71.43640610328634,0.027649769585253458,0.37327188940092165,26.985185185185184,9.0,203,13,44,RI,1056065,0.041474654377880185,0.9398148148148148,0.06018518518518518,0.00020547977633952454
Rhode Island,2016,225,41.804233173076916,-71.44219519230765,0.08,0.24888888888888888,27.3841059602649,26.0,202,13,44,RI,1056770,0.11555555555555555,0.9395348837209302,0.06046511627906977,0.0002129129328046784
Rhode Island,2017,194,41.820181958762895,-71.43838505154636,0.03608247422680412,0.32989690721649484,28.071428571428573,13.0,177,11,44,RI,1055673,0.06701030927835051,0.9414893617021277,0.05851063829787234,0.0001837690269619475
Rhode Island,2018,51,41.819433999999994,-71.42989,0.0392156862745098,0.21568627450980393,24.73170731707317,8.0,50,1,44,RI,1058287,0.1568627450980392,0.9803921568627451,0.0196078431372549,4.819108616093744e-05
South Carolina,2013,11,34.1907,-80.36855454545456,1.7272727272727273,2.909090909090909,24.454545454545453,2.0,10,0,45,SC,4764080,0.18181818181818182,1.0,0.0,2.3089452737989285e-06
South Carolina,2014,1719,33.810043913803234,-80.73051164822365,0.18382780686445607,0.3507853403141361,28.24041450777202,147.0,1520,105,45,SC,4823617,0.08551483420593368,0.9353846153846154,0.06461538461538462,0.00035637157759415807
South Carolina,2015,1508,33.83795166889178,-80.76258457943933,0.253315649867374,0.4290450928381963,28.421377183967113,140.0,1328,116,45,SC,4891938,0.09283819628647215,0.9196675900277008,0.08033240997229917,0.0003082622878703696
South Carolina,2016,1161,33.92692802249297,-80.84548163074044,0.2747631352282515,0.40396210163652024,28.95118733509235,128.0,1002,68,45,SC,4957968,0.11024978466838932,0.9364485981308411,0.06355140186915888,0.000234168514197752
South Carolina,2017,1510,33.88655599999996,-80.6463813559324,0.2410596026490066,0.3933774834437086,27.58926487747958,166.0,1275,101,45,SC,5021268,0.10993377483443709,0.9265988372093024,0.07340116279069768,0.0003007208537763768
South Carolina,2018,357,33.87054867549673,-80.69382748344375,0.21568627450980393,0.40896358543417366,26.163636363636364,49.0,298,16,45,SC,5084156,0.13725490196078433,0.9490445859872612,0.050955414012738856,7.021814436850482e-05
South Dakota,2014,60,43.73843898305085,-97.84597966101695,0.18333333333333332,0.2,29.46153846153846,9.0,52,6,46,SD,849129,0.15,0.896551724137931,0.10344827586206896,7.0660641669287e-05
South Dakota,2015,121,43.75807983193277,-98.51898235294128,0.15702479338842976,0.30578512396694213,27.988505747126435,15.0,105,14,46,SD,853988,0.12396694214876033,0.8823529411764706,0.11764705882352941,0.00014168817360431295
South Dakota,2016,148,43.85168613138685,-99.29857883211683,0.14864864864864866,0.12162162162162163,30.83,11.0,121,17,46,SD,862996,0.07432432432432433,0.8768115942028986,0.12318840579710146,0.00017149558051254003
South Dakota,2017,163,43.912966878980875,-98.88918216560509,0.11042944785276074,0.11042944785276074,30.860655737704917,22.0,124,18,46,SD,872868,0.13496932515337423,0.8732394366197183,0.1267605633802817,0.00018674072139200886
South Dakota,2018,27,44.041439999999994,-98.58816399999999,0.37037037037037035,0.3333333333333333,26.857142857142858,1.0,20,5,46,SD,878698,0.037037037037037035,0.8,0.2,3.072728059014588e-05
Tennessee,2013,11,35.58845454545455,-86.96389999999998,1.8181818181818181,2.3636363636363638,29.857142857142858,0.0,6,3,47,TN,6494340,0.0,0.6666666666666666,0.3333333333333333,1.6937825860672524e-06
Tennessee,2014,1276,35.72768400633405,-86.96365257323836,0.22021943573667713,0.4772727272727273,27.30608695652174,114.0,1130,98,47,TN,6541223,0.08934169278996865,0.9201954397394136,0.07980456026058631,0.00019507055484884096
Tennessee,2015,1474,35.69717133011712,-87.16043301171588,0.25237449118046135,0.5284938941655359,28.36173184357542,127.0,1262,101,47,TN,6591170,0.08616010854816825,0.925898752751284,0.07410124724871607,0.00022363252654688016
Tennessee,2016,1730,35.627706593406494,-87.48230756302513,0.25549132947976877,0.46936416184971097,28.663225806451614,125.0,1420,140,47,TN,6646010,0.07225433526011561,0.9102564102564102,0.08974358974358974,0.0002603065598757751
Tennessee,2017,1602,35.72319243964419,-87.35846588310051,0.28214731585518105,0.5187265917602997,26.566137566137566,199.0,1335,89,47,TN,6708799,0.12421972534332085,0.9375,0.0625,0.00023879087747300225
Tennessee,2018,339,35.73813219814242,-87.5156142414861,0.2949852507374631,0.41002949852507375,26.98048780487805,43.0,291,21,47,TN,6771631,0.12684365781710916,0.9326923076923077,0.0673076923076923,5.006179456618354e-05
Texas,2013,8,30.865975,-95.88572500000001,2.625,5.625,27.166666666666668,1.0,7,1,48,TX,26480266,0.125,0.875,0.125,3.0211176881682384e-07
Texas,2014,2990,30.52420655405402,-97.1821751013512,0.34013377926421406,0.4280936454849498,29.799050632911392,197.0,2593,187,48,TX,26964333,0.06588628762541807,0.9327338129496403,0.06726618705035971,0.00011088722276200936
Texas,2015,2985,30.716950951886478,-97.25512557978506,0.3772194304857621,0.4797319932998325,29.58405797101449,185.0,2411,187,48,TX,27470056,0.06197654941373534,0.9280215550423403,0.07197844495765973,0.00010866377556711206
Texas,2016,3645,30.802902736318455,-97.53343750000028,0.3654320987654321,0.46694101508916325,29.17848970251716,243.0,2895,267,48,TX,27914410,0.06666666666666667,0.9155597722960152,0.08444022770398482,0.00013057771953625387
Texas,2017,2747,30.956029672375195,-97.31111079672384,0.39606843829632327,0.49071714597742994,30.535907335907336,202.0,2212,188,48,TX,28295273,0.07353476519839826,0.9216666666666666,0.07833333333333334,9.708335381673115e-05
Texas,2018,672,30.834393558776167,-96.97352206119152,0.43898809523809523,0.5208333333333334,29.22222222222222,67.0,530,30,48,TX,28628666,0.09970238095238096,0.9464285714285714,0.05357142857142857,2.3472976351744785e-05
Utah,2013,2,40.6008,-111.90299999999999,4.0,1.0,25.0,0.0,2,0,49,UT,2897640,0.0,1.0,0.0,6.90216866139341e-07
Utah,2014,165,40.49066219512195,-111.95985975609761,0.2909090909090909,0.28484848484848485,29.989690721649485,13.0,135,12,49,UT,2936879,0.07878787878787878,0.9183673469387755,0.08163265306122448,5.618208989883478e-05
Utah,2015,354,40.434763112391934,-111.86867435158516,0.19491525423728814,0.3474576271186441,30.0042194092827,34.0,312,39,49,UT,2981835,0.096045197740113,0.8888888888888888,0.1111111111111111,0.00011871884259189392
Utah,2016,244,40.46835000000002,-111.95919047619053,0.3483606557377049,0.29508196721311475,30.310344827586206,15.0,213,12,49,UT,3041868,0.06147540983606557,0.9466666666666667,0.05333333333333334,8.021386858338363e-05
Utah,2017,239,40.477421030042905,-111.83333905579399,0.3179916317991632,0.49372384937238495,29.414012738853504,34.0,203,17,49,UT,3101042,0.14225941422594143,0.9227272727272727,0.07727272727272727,7.707086843712533e-05
Utah,2018,48,40.608702272727264,-111.90220454545455,0.1875,0.5,30.8,6.0,31,0,49,UT,3153550,0.125,1.0,0.0,1.5220941478651043e-05
Vermont,2014,161,44.02210125786166,-72.82129937106916,0.062111801242236024,0.2111801242236025,34.22,7.0,140,15,50,VT,625214,0.043478260869565216,0.9032258064516129,0.0967741935483871,0.0002575118279501099
Vermont,2015,97,44.140083333333315,-72.82989479166667,0.1134020618556701,0.16494845360824742,33.46268656716418,1.0,82,10,50,VT,625216,0.010309278350515464,0.8913043478260869,0.10869565217391304,0.0001551463814105845
Vermont,2016,81,43.88582361111109,-72.92342916666666,0.14814814814814814,0.08641975308641975,36.75714285714286,2.0,71,8,50,VT,623657,0.024691358024691357,0.8987341772151899,0.10126582278481013,0.00012987908417607755
Vermont,2017,63,43.9795440677966,-72.83926779661017,0.1111111111111111,0.1111111111111111,32.54545454545455,1.0,61,0,50,VT,624344,0.015873015873015872,1.0,0.0,0.00010090591084402188
Vermont,2018,21,43.80647500000001,-72.92436999999998,0.14285714285714285,0.19047619047619047,35.27777777777778,1.0,19,2,50,VT,624358,0.047619047619047616,0.9047619047619048,0.09523809523809523,3.3634549409153084e-05
Virginia,2013,14,36.90104285714286,-76.4914857142857,0.14285714285714285,5.857142857142857,20.428571428571427,2.0,13,0,51,VA,8252427,0.14285714285714285,1.0,0.0,1.6964706261564022e-06
Virginia,2014,1124,37.42810768543339,-77.49751805183193,0.20373665480427047,0.3104982206405694,28.61855670103093,69.0,1044,45,51,VA,8310993,0.06138790035587188,0.9586776859504132,0.04132231404958678,0.00013524256367440087
Virginia,2015,988,37.43076419753082,-77.58073590534975,0.25101214574898784,0.4706477732793522,27.95840554592721,96.0,831,61,51,VA,8361808,0.09716599190283401,0.9316143497757847,0.06838565022421525,0.00011815626476953309
Virginia,2016,1080,37.392909634551515,-77.5492551495016,0.30462962962962964,0.5527777777777778,27.186259541984732,131.0,927,39,51,VA,8410106,0.12129629629629629,0.9596273291925466,0.040372670807453416,0.00012841693077352413
